"","Latitude","Longitude","Depth","MagType","Magnitude","class","Region_Arica_Parinacota","Region_Tarapaca","Region_Antofagasta","Region_Atacama","Region_Coquimbo","Region_Valparaiso","Region_Metropolitana_Santiago","Region_Libertador_General_OHiggins","Region_Maule","Region_Nuble","Region_Biobio","Region_Araucania","Region_Rios","Region_Lagos","Region_Aysen_General_Carlos_Ibanez","Region_Magallanes_Antartica"
"5688",-17.7968,-69.7926,108.7,"MW",6.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5689",-20.6181,-70.6303,27.2,"mb",4.3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5690",-32.6825,-72.074,11,"MW",4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"5691",-17.7933,-67.141,14.4,"Ml",4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5692",-18.0102,-70.0238,102,"mb",4.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5693",-16.5754,-72.6654,55.5,"mb",4.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5694",-19.8135,-69.1842,100.4,"mb",4.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5695",-36.8775,-70.8602,147.5,"mb",4.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"5696",-35.5618,-71.1601,107,"mb",4.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"5697",-24.9707,-70.9819,7.4,"mb",4.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5698",-32.072,-68.582,126.2,"MW",4.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5699",-31.7762,-69.6666,106.8,"mb",4.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5700",-32.7534,-71.807,10.9,"mb",4.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"5701",-25.6934,-70.1612,0,"mb",4.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5702",-22.0425,-68.5087,91.6,"mb",4.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5703",-21.3306,-68.6434,117,"mb",4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5704",-44.6403,-80.4601,35,"MW",6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"5705",-44.02,-72.6802,10,"mb",4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"5706",-31.7691,-68.3612,3.1,"mb",4.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5707",-24.227,-67.3475,170.5,"mb",4.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5708",-25.7883,-70.7993,22.1,"MW",5.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5709",-29.09,-69.532,103,"mb",4.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"5710",-24.1643,-67.0005,182.2,"mb",4.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5711",-31.495,-68.857,104.2,"MW",4.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5712",-30.684,-68.813,120.5,"MW",4.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5713",-31.409,-68.208,107.2,"MW",4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5714",-31.471,-68.944,107.1,"MW",4.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5715",-24.6141,-70.5597,48.2,"mb",4.4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5716",-20.2792,-69.1719,102.7,"mb",4.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5717",-27.812,-66.479,37.1,"MW",4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"5718",-21.0643,-68.4897,121.1,"mb",4.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5719",-20.8019,-69.0589,116.5,"mb",4.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5720",-22.1595,-68.5697,125.4,"mb",4.3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5721",-22.251,-68.5722,111.7,"mb",4.3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5722",-31.282,-68.6749,104.8,"mb",4.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5723",-31.0601,-71.7848,5.3,"mb",4.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5724",-34.3584,-71.9534,9.5,"MW",4.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"5725",-32.2303,-71.7716,5.2,"mb",4.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"5726",-21.2816,-68.6197,116.3,"mb",4.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5727",-16.8145,-70.8039,125.8,"mb",4.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5728",-28.7787,-70.7399,94.8,"MW",4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"5729",-23.8768,-66.7017,195,"mb",4.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5730",-15.6764,-74.4487,43.4,"mb",4.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5731",-19.9163,-69.9536,67.2,"mb",4.3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5732",-27.8316,-71.0421,40.7,"mb",4.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"5733",-23.838,-67.134,230,"ML",4.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5734",-27.4411,-71.0851,3.1,"mb",4.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"5735",-36.9884,-70.7095,150.5,"MW",5.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"5736",-37.6195,-73.6172,7,"mb",4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"5737",-22.4168,-68.4424,107,"mb",4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5738",-24.3582,-69.4334,80.1,"mb",4.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5739",-21.6278,-68.4449,127,"mb",4.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5740",-20.3688,-69.3067,111.8,"mb",4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5741",-27.8983,-71.4043,22.8,"mb",4.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"5742",-25.8136,-70.8421,35,"mb",4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5743",-24.167,-67.023,181.7,"mb",4.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5744",-21.3275,-68.5266,131.7,"mb",4.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5745",-34.2631,-71.9544,32.8,"mb",4.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"5746",-33.8811,-72.4909,0.1,"mb",4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"5747",-21.0337,-68.5801,117.4,"mb",4.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5748",-31.7323,-68.7458,9.8,"mb",4.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5749",-17.4196,-69.5782,147.9,"mb",4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5750",-27.7864,-66.7951,167.6,"mb",4.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"5751",-36.1271,-73.613,35,"mb",4.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"5752",-21.4543,-68.3428,123.9,"MW",5.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5753",-21.4367,-68.4638,130.5,"mb",4.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5754",-24.095,-70.1765,34.8,"mb",4.4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5755",-22.361,-67.2287,162,"mb",4.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5756",-26.4303,-64.9382,0,"mb",4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"5757",-25.3521,-70.9598,35,"mb",4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5758",-29.3045,-71.0087,62.6,"mb",4.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5759",-21.0195,-68.4381,129.2,"mb",4.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5760",-31.3547,-68.8995,110,"mb",4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5761",-36.0516,-70.8547,5.8,"MW",6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"5762",-36.119,-70.834,7.7,"ML",4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"5763",-31.6258,-71.6259,31.9,"mb",4.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5764",-30.8141,-71.2421,66.6,"mb",4.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5765",-15.9117,-72.4723,106.7,"MW",6.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5766",-22.408,-66.02,269.3,"mb",4.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5767",-36.0326,-71.1414,30.9,"mb",5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"5768",-29.6708,-72.7019,1.3,"mb",4.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5769",-30.613,-64.577,40.4,"MW",4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5770",-21.0594,-68.5911,138.4,"mb",4.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5771",-32.324,-70.635,100.1,"MW",4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"5772",-20.2181,-69.1505,93.5,"mb",4.3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5773",-35.8086,-73.4053,35,"mb",4.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"5774",-20.1674,-68.3076,187.4,"mb",4.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5775",-37.0936,-73.9122,35,"mb",4.2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"5776",-31.821,-68.727,9,"MW",4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5777",-17.8622,-69.9005,96.6,"mb",4.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5778",-21.1453,-68.4844,118.3,"mb",4.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5779",-16.3881,-69.7886,189.5,"mb",4.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5780",-38.2075,-75.0605,35,"mb",4.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"5781",-21.4316,-68.2475,127.3,"mb",4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5782",-21.8508,-68.4989,118.5,"mb",4.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5783",-34.8448,-72.3764,53.2,"mb",4.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"5784",-31.6532,-69.601,15.6,"MW",4.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5785",-36.6001,-75.4709,35,"mb",4.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"5786",-33.0951,-68.6502,16.2,"MW",5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"5787",-23.9328,-66.7731,200,"mb",4.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5788",-22.5115,-67.0422,196.1,"mb",4.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5789",-37.678,-73.909,30.7,"ML",4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"5790",-28.5297,-70.6618,86.9,"mb",4.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"5791",-31.217,-70.0694,114.4,"MW",4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5792",-37.702,-73.87,29.1,"ML",4.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"5793",-25.4071,-69.8515,79.3,"mb",4.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5794",-35.6363,-72.0775,2.8,"mb",4.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"5795",-20.5085,-69.1629,96.7,"mb",4.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5796",-27.1339,-71.2599,3,"MW",4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"5797",-51.714,-72.647,17,"ML",4.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5798",-34.6016,-71.8976,41.4,"mb",4.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"5799",-30.0715,-68.8105,115.4,"mb",4.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5800",-31.6325,-71.9774,13.7,"mb",4.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5801",-22.5341,-66.8877,200.4,"MW",5.4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5802",-32.1018,-68.5099,123.8,"MW",4.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5803",-38.0141,-74.9232,35,"mb",4.6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"5804",-22.1058,-68.4933,113.1,"mb",4.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5805",-35.5108,-71.5802,75.8,"mb",4.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"5806",-20.9453,-68.6622,130,"mb",4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5807",-37.7396,-74.9051,35,"mb",4.6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"5808",-22.367,-66.652,288.7,"ML",4.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5809",-31.7307,-67.7054,41.3,"mb",4.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5810",-36.0411,-73.4001,35,"mb",4.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"5811",-31.4768,-66.8221,132.2,"mb",4.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5812",-22.4616,-68.4215,113.7,"MW",5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5813",-22.6801,-66.2792,245,"mb",4.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5814",-20.6832,-71.4651,28.7,"mb",4.7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5815",-28.5506,-71.1434,36.2,"MW",5.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"5816",-32.0533,-68.4885,134.3,"MW",4.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5817",-22.3169,-68.7288,113.1,"mb",4.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5818",-22.1405,-67.1604,165.6,"mb",4.3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5819",-28.1075,-70.6073,66.9,"mb",4.4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"5820",-23.34,-67.297,235.4,"ML",4.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5821",-37.9975,-72.9195,30.6,"MW",5.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"5822",-22.257,-68.781,125.2,"ML",4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5823",-37.4773,-73.8522,35,"mb",4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"5824",-37.4909,-73.9925,10,"mb",4.6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"5825",-23.3618,-66.9581,200,"mb",4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5826",-28.5875,-69.4557,129,"MW",4.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"5827",-23.245,-68.689,120.3,"ML",4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5828",-42.6069,-73.8257,24.9,"mb",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"5829",-32.4973,-71.6495,32.9,"mb",4.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"5830",-20.5007,-70.5597,9.7,"mb",4.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5831",-24.1851,-67.2603,172.6,"mb",4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5832",-35.1893,-72.002,45.2,"mb",4.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"5833",-33.0356,-68.4354,160.8,"mb",4.6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"5834",-37.6747,-73.6756,23,"mb",4.3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"5835",-23.97,-67.246,207.8,"ML",4.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5836",-31.706,-71.884,5.8,"MW",4.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5837",-17.6362,-71.8158,105,"mb",4.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5838",-15.4275,-75.5452,26,"MW",5.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5839",-23.114,-67.218,251.1,"ML",4.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5840",-17.6413,-69.6278,106.3,"mb",4.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5841",-24.176,-67.656,214.6,"ML",4.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5842",-19.8219,-70.4999,54.4,"mb",4.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5843",-36.0944,-71.0082,8.1,"mb",4.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"5844",-33.4894,-67.6155,198.4,"mb",4.6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"5845",-24.045,-67.689,234.1,"ML",4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5846",-19.461,-67.957,269,"ML",4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5847",-23.2796,-68.8897,100,"MW",4.9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5848",-20.2574,-69.0882,104.5,"mb",4.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5849",-31.3285,-71.3637,33.4,"mb",4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5850",-29.3771,-71.3485,32.1,"mb",4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5851",-34.189,-73.235,22,"MW",4.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"5852",-20.7584,-70.5444,26.5,"MW",5.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5853",-26.3587,-69.9672,87,"MW",4.9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"5854",-24.2676,-67.1973,173.2,"mb",4.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5855",-19.1933,-69.1586,137.9,"mb",4.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5856",-23.863,-67.606,252.7,"ML",4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5857",-28.0571,-66.6945,166.5,"MW",5.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"5858",-21.2236,-68.5945,137.5,"mb",4.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5859",-24.2283,-67.1691,168.3,"mb",4.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5860",-18.1438,-69.3861,131.5,"mb",4.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5861",-18.6079,-69.3457,110,"mb",4.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5862",-23.735,-67.438,255.3,"ML",4.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5863",-20.79,-70.568,40.7,"ML",4.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5864",-28.7067,-69.2159,128.8,"MW",4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"5865",-21.5791,-68.5021,121.2,"mb",4.3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5866",-35.7092,-74.2317,35,"mb",4.8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"5867",-21.2919,-68.3066,102.6,"mb",4.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5868",-23.336,-69.2184,84.3,"mb",4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5869",-19.6069,-70.5981,25.8,"mb",4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5870",-28.6742,-69.4591,111.9,"mb",4.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"5871",-31.8642,-68.8789,12.3,"mb",4.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5872",-44.362,-81.762,10,"mb",4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"5873",-22.9796,-66.2877,250,"mb",4.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5874",-31.445,-69.207,107.9,"MW",4.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5875",-16.2574,-72.7202,82.9,"mb",4.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5876",-25.9721,-69.7474,67,"mb",4.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"5877",-32.8073,-69.1642,33.5,"mb",4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"5878",-31.8772,-69.5096,117.9,"MW",4.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5879",-20.6293,-68.9812,119.3,"mb",4.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5880",-21.1113,-68.4447,120.2,"mb",4.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5881",-25.2549,-70.8991,46.6,"mb",4.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5882",-28.8611,-66.5106,18.1,"mb",4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"5883",-27.8458,-70.5921,62.3,"MW",5.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"5884",-21.2909,-69.862,56.1,"mb",4.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5885",-25.3657,-69.1085,109.5,"mb",4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5886",-22.5649,-63.8734,35,"mb",4.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5887",-17.9893,-69.8132,97.9,"mb",4.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5888",-28.3464,-70.7143,59.9,"mb",4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"5889",-22.5498,-68.4412,104.2,"mb",4.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5890",-21.849,-63.901,550,"mb",4.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5891",-17.501,-65.921,4.6,"ML",4.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5892",-28.6982,-71.4373,10.4,"mb",4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"5893",-21.1422,-68.8599,114.9,"mb",4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5894",-21.4351,-66.7166,218.8,"mb",4.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5895",-23.9194,-66.6926,195,"mb",4.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5896",-17.9299,-69.3162,135.5,"mb",4.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5897",-23.782,-67.525,253.3,"ML",4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5898",-17.3991,-69.6214,145.5,"mb",4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5899",-33.1941,-68.0727,13.7,"MW",4.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"5900",-23.997,-67.698,239.9,"ML",4.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5901",-35.5879,-73.1154,11.4,"MW",4.3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
