"Magnitud","Profundidad","Region","Aumento"
7.1,24.4,9,1
7.1,28.2,7,25
7,38.2,15,21
8.1,17.1,1,13
7,10.8,1,13
7.7,12,1,7
8.3,22.44,4,7
7,28.41,4,7
7.6,38,10,7
