"Latitude","Longitude","Depth","MagType","Magnitude","class","Region_Arica_Parinacota","Region_Tarapaca","Region_Antofagasta","Region_Atacama","Region_Coquimbo","Region_Valparaiso","Region_Metropolitana_Santiago","Region_Libertador_General_OHiggins","Region_Maule","Region_Nuble","Region_Biobio","Region_Araucania","Region_Rios","Region_Lagos","Region_Aysen_General_Carlos_Ibanez","Region_Magallanes_Antartica"
-33.508,-70.7507,82.5,"mb",5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-28.1136,-72.456,9.7,"MW",5.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-26.1424,-69.3698,9.1,"MW",5.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-21.0005,-68.5208,132.7,"MW",5.3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-26.1779,-69.3105,2.4,"MW",5.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-15.6814,-73.1638,111,"MW",5.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-45.0062,-80.7244,35,"MW",6.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-45.5612,-76.6545,17,"MW",5.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-16.8149,-69.6198,164.5,"mb",5.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-21.516,-68.4067,119.7,"mb",5.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-22.6096,-66.7619,206.5,"MW",5.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-21.8536,-68.1899,115.9,"MW",5.4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-32.6042,-70.143,105,"MW",5.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-15.7641,-69.4662,260.9,"MW",5.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-23.9284,-66.6567,208.2,"MW",5.7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-23.4294,-66.5224,210.3,"mb",5.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-18.8014,-69.4106,104.1,"MW",5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-19.0826,-69.1229,114.2,"MW",5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-19.3419,-69.3004,111.7,"MW",5.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-16.9817,-70.6936,126.1,"mb",5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-26.9684,-66.8994,15.7,"MW",5.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-15.8643,-72.1835,35,"MW",5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-15.6661,-71.7458,13,"MW",6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-20.1709,-70.8605,12.2,"MW",5.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-20.1718,-70.9183,11.3,"MW",5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-20.1646,-70.777,22.8,"MW",5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-20.1871,-70.734,16.1,"MW",5.3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-32.4985,-71.7497,19.2,"mb",5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-28.6265,-71.1727,47,"MW",5.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-21.432,-68.5128,117.8,"MW",5.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-22.2926,-68.6418,103,"MW",5.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-34.5054,-70.5426,105.1,"MW",5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-22.6023,-68.204,121.7,"MW",5.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-15.9001,-74.6012,38.2,"MW",7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-37.4084,-73.6591,13.8,"MW",5.3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-37.437,-73.5958,23,"MW",5.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-22.2217,-67.2772,169.1,"MW",5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-20.8843,-67.2901,201.4,"MW",5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-20.4269,-66.7415,240.9,"MW",5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-37.9261,-75.2044,35,"MW",5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-15.5506,-71.8166,132,"MW",5.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-35.4314,-73.15,12.8,"MW",5.9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
-35.4018,-73.1515,11.9,"MW",6.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
-24.9721,-70.9498,24.7,"MW",5.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-30.3139,-71.5019,19.8,"MW",6.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-37.5871,-73.801,18,"MW",5.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-22.0011,-68.5478,113.3,"MW",5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-33.5035,-71.9976,35.7,"MW",5.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-32.6573,-67.6047,13.3,"MW",5.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-16.1411,-75.3952,10,"MW",5.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-33.3654,-72.301,12,"MW",5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-24.6184,-69.202,84.6,"MW",5.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-33.8981,-72.5294,17.7,"MW",5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-31.3573,-69.3255,109.8,"MW",5.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-25.5886,-70.5093,65,"MW",5.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-20.6745,-70.6427,25.6,"MW",5.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-20.7181,-70.6375,26.8,"MW",5.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-21.0111,-69.7222,87,"MW",5.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-44.5099,-79.2665,35,"MW",5.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-20.7608,-70.6205,28.3,"MW",5.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-31.1288,-68.1809,103.3,"MW",5.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-19.234,-63.9437,599.3,"MW",5.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-18.5539,-69.424,116.7,"MW",5.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-15.9274,-74.1335,44.7,"MW",5.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-21.4015,-69.5332,35.5,"MW",5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-38.5037,-73.1612,25.6,"mb",5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-22.252,-68.6613,107.3,"MW",5.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-22.3279,-68.7276,96,"MW",5.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-34.7781,-71.7037,44.2,"mb",5.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-31.686,-71.9428,23.1,"MW",5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-42.8927,-82.8042,10,"MW",5.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-45.7415,-76.7259,17,"MW",5.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-45.7871,-76.6378,23,"MW",5.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-45.8613,-76.5923,23,"MW",5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-45.7506,-76.1839,10,"MW",5.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-33.1224,-72.0788,13.1,"MW",5.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-33.6179,-71.9872,17,"MW",5.8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-33.6732,-72.0825,7.8,"mb",5.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-33.316,-71.2857,58.7,"MW",5.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-24.4116,-67.1904,168.8,"MW",5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-34.7234,-71.6679,47.9,"MW",5.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-19.9051,-70.6156,9.4,"MW",6.7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-19.9465,-70.7122,17.8,"mb",5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-19.9816,-70.7157,19.3,"mb",5.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-19.9626,-70.9029,6.6,"MW",5.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-20.06,-70.8284,5.3,"MW",6.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-19.9729,-70.8828,8.5,"mb",5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-20.0116,-70.7901,10,"mb",5.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-19.9769,-70.7088,15.4,"MW",5.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-19.9372,-70.8517,26.1,"MW",5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-20.1418,-70.8407,26.1,"MW",5.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-19.9572,-70.7833,7.5,"MW",5.8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-20.0092,-70.9345,6.3,"mb",5.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-24.0081,-69.2038,95.7,"MW",5.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-19.8225,-70.9441,4.4,"MW",6.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-19.8099,-70.8687,4.6,"Mww",5.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-19.6907,-70.8915,17.1,"MW",5.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-19.7251,-70.9999,18.6,"MW",5.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-19.7033,-70.7814,13.9,"MW",6.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-19.8505,-70.8333,23.1,"MW",5.3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-19.8027,-70.79,19.7,"MW",5.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-19.846,-70.7468,9.8,"MW",5.8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-19.78,-70.7913,23.5,"MW",5.3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-19.8491,-70.833,18.9,"MW",5.7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-19.8015,-70.7928,22.5,"MW",5.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-25.2598,-70.7378,32.8,"mb",5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-19.549,-70.7159,12.7,"MW",5.7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-19.6104,-70.7358,21.9,"MW",5.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-19.752,-70.8051,25.2,"MW",5.3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-17.6445,-70.6122,95.1,"mb",5.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-29.1422,-68.8281,3.7,"MW",5.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-29.2317,-68.7605,1,"mb",5.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-19.4729,-69.0338,111.6,"MW",5.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-19.6193,-70.7877,17.1,"MW",8.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-20.0847,-70.7469,5.3,"mb",5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-19.962,-71.0177,10.8,"MW",7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-19.5668,-70.3893,10,"mb",5.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-19.8121,-70.8543,14.6,"mb",5.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-19.5835,-70.6854,16.3,"mb",5.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-19.7553,-70.8965,15.2,"mb",5.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-19.6183,-70.8793,22,"mb",5.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-19.9073,-71.0175,10,"mb",5.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-19.9079,-70.7216,10,"mb",5.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-19.9187,-70.7379,10,"mb",5.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-20.1784,-70.6988,15.4,"mb",5.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-19.6764,-70.4165,0,"mb",5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-19.9835,-70.6182,20.3,"mb",5.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-19.5963,-70.9299,21.5,"mb",5.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-20.0411,-70.8588,15.6,"mb",5.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-19.8654,-70.9359,15.7,"mb",5.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-19.8555,-70.9847,15.5,"mb",5.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-20.081,-70.7261,16.1,"mb",5.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-19.7202,-70.9989,5.6,"mb",5.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-19.9386,-70.9729,16.8,"mb",5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-19.8723,-70.8525,10,"mb",5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-20.125,-70.8427,14.9,"mb",5.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-20.1534,-70.1793,31.2,"mb",5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-19.9773,-70.9656,27.3,"Mww",5.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-19.9633,-70.9901,17.8,"mb",5.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-19.7844,-70.683,24.6,"mb",5.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-20.4233,-70.5701,17,"MW",5.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-19.7525,-71.099,9.1,"MW",5.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-20.3644,-70.5007,10.6,"MW",6.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-20.5887,-70.4905,12,"MW",7.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-20.7144,-70.5845,4,"mb",5.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-20.555,-70.4615,27.4,"mb",5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-20.6275,-70.6351,19.8,"mb",5.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-20.5957,-70.7208,17.5,"mb",5.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-20.5229,-70.5511,27.2,"mb",5.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-20.7493,-70.5408,13,"MW",6.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-20.8292,-70.5768,11.2,"mb",5.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-20.4446,-70.6516,9.3,"mb",5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-20.7401,-70.4115,21.3,"mb",5.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-20.6363,-70.6548,19.6,"mb",5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-20.2273,-70.5353,24.3,"mb",5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-20.5528,-70.684,9.2,"Mww",5.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-20.564,-70.9878,5.5,"mb",5.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-20.2373,-71.026,6.6,"mb",5.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-20.5386,-70.8762,5.6,"mb",5.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-20.4909,-70.8549,21.2,"mb",5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-20.5131,-70.9012,8.1,"mb",5.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-20.3825,-70.8465,14.1,"mb",5.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-20.6075,-70.5337,19.3,"MW",6.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-20.0452,-71.001,25.1,"MW",5.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-31.4707,-70.5491,99.5,"MW",5.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-20.6399,-70.7682,11.4,"mb",5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-19.9117,-70.8664,7.6,"MW",5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-20.0333,-70.8215,23.5,"mb",5.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-20.1414,-70.5203,28.4,"MW",5.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-32.7121,-71.3896,40.1,"MW",5.6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-20.7133,-70.7007,22.7,"MW",5.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-20.6248,-70.7641,15.9,"mb",5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-20.1483,-70.5042,38.8,"MW",5.3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-20.3576,-70.8552,12.4,"MW",5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-20.4285,-70.9588,19.7,"MW",5.3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-20.1228,-70.8497,10.6,"MW",5.8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-20.1093,-70.8372,12.1,"mb",5.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-20.1296,-70.856,9.8,"mb",5.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-19.8853,-70.826,26.6,"MW",5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-20.5463,-70.864,4.8,"MW",5.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-19.9478,-70.9458,17.2,"MW",5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-20.5739,-70.754,23.9,"MW",5.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-26.8485,-71.4927,15,"mb",5.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-20.0031,-70.979,23.3,"MW",5.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-20.6954,-70.6616,10.4,"MW",6.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-33.419,-72.1881,12,"mb",5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-20.0471,-70.555,20.7,"Mww",5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-20.5686,-70.7175,7.6,"MW",5.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-20.7282,-70.6712,29.5,"MW",5.3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-20.1691,-70.7666,19.6,"MW",5.3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-20.1923,-70.738,18.4,"MW",5.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-20.1931,-70.8105,21.9,"MW",5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-20.1306,-70.8394,19.5,"MW",5.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-20.1809,-70.8742,14,"MW",5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-20.0139,-70.9399,14.9,"MW",5.8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-19.8974,-70.9973,21.3,"mb",5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-19.7057,-70.9495,9.5,"MW",5.3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-19.9377,-71.0448,31.4,"MW",5.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-19.5304,-70.4066,31.8,"mb",5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-32.706,-71.69,23.9,"MW",5.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-19.9734,-71.1033,6.6,"MW",5.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-20.0025,-70.9654,11.7,"MW",5.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-20.1966,-70.73,23.6,"MW",5.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-22.7362,-66.5834,223.3,"MW",5.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-19.6859,-70.9573,27.1,"MW",5.3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-23.4722,-68.6158,104.7,"MW",5.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-19.9437,-70.8292,10.8,"MW",5.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-30.4468,-71.3618,40.9,"MW",5.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-35.9595,-73.496,10.9,"MW",5.3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
-21.2854,-69.9959,58.8,"MW",5.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-21.2878,-69.9976,57.6,"MW",5.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-33.5304,-72.1931,22.4,"MW",5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-20.6644,-70.8032,8.3,"MW",5.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-16.5761,-72.8969,57,"MW",5.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-25.0219,-69.0438,100.8,"MW",5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-19.9702,-70.8154,5.4,"MW",5.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-19.8105,-70.8322,14.9,"MW",5.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-19.8404,-70.8539,37.2,"MW",5.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-19.7514,-70.9218,19.4,"MW",5.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-19.7708,-70.9688,14.2,"MW",5.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-33.8999,-72.5294,3.9,"mb",5.1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-16.6851,-71.9043,16,"mb",5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-30.615,-70.451,91,"MW",5.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-20.2585,-70.3475,33.1,"MW",5.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-17.858,-73.429,10,"MW",5.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-20.1536,-70.8707,14.8,"MW",5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-20.1414,-70.5873,25.6,"MW",5.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-20.2267,-68.6776,118.7,"MW",5.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-30.3514,-72.2762,11.8,"MW",5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-33.6293,-72.0586,0,"MW",5.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-23.9047,-66.7371,197.1,"MW",5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-19.858,-69.858,44,"MW",5.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-20.08,-68.93,102,"MW",5.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-32.6953,-71.4416,32,"MW",6.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-16.126,-73.1133,62,"MW",5.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-27.272,-74.496,10,"mb",5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-44.3308,-82,10,"MW",5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-20.679,-70.3848,28.1,"MW",5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-35.6282,-73.1423,12.9,"mb",5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
-44.4823,-82.0571,10,"MW",5.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-23.7849,-66.5888,204.5,"MW",6.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-35.6393,-73.3241,19.5,"MW",5.3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
