"Latitude","Longitude","Depth","MagType","Magnitude","class","Region_Arica_Parinacota","Region_Tarapaca","Region_Antofagasta","Region_Atacama","Region_Coquimbo","Region_Valparaiso","Region_Metropolitana_Santiago","Region_Libertador_General_OHiggins","Region_Maule","Region_Nuble","Region_Biobio","Region_Araucania","Region_Rios","Region_Lagos","Region_Aysen_General_Carlos_Ibanez","Region_Magallanes_Antartica"
-37.8672,-73.7808,18,"MW",5.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-33.9489,-72.2046,24.2,"MW",5.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-34.0239,-72.2831,23.3,"mb",5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-33.9492,-72.4518,24.3,"MW",5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-23.1829,-66.44,223.6,"MW",5.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-34.7502,-71.6626,45.8,"MW",5.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-19.8904,-69.0907,110.8,"mb",5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-37.5547,-73.8322,10,"MW",6.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-37.5876,-73.7186,23,"MW",5.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-40.605,-72.2466,10,"MW",5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-35.0951,-71.9395,43.8,"MW",5.3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
-17.2111,-69.6881,141.4,"MW",5.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-23.9369,-69.4498,80.7,"mb",5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-21.771,-68.3834,126.2,"MW",6.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-27.997,-66.6656,163.2,"MW",5.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-33.904,-72.1727,29.8,"MW",5.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-33.8885,-72.2991,17,"mb",5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-32.2682,-71.5109,46.8,"mb",5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-19.6196,-68.474,146.6,"MW",5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-28.7727,-67.6122,116.8,"mb",5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-36.2395,-73.4817,9.9,"MW",5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
-18.6785,-69.4729,109.8,"mb",5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-21.0923,-68.5846,118.4,"MW",5.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-33.8756,-72.1007,20.5,"MW",6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-29.3495,-69.9752,125.2,"MW",5.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-20.1494,-70.5675,43.4,"MW",5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-20.0648,-70.5893,27.4,"MW",5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-37.7073,-73.5954,23,"MW",5.4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-35.7965,-73.2146,29.3,"MW",5.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
-35.7671,-73.3583,10.4,"MW",5.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
-27.8301,-66.6958,169.2,"MW",5.4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-35.8931,-73.3347,10,"MW",5.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
-33.2398,-72.2099,18.5,"MW",5.4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-42.6282,-82.8721,10,"MW",5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-38.1563,-73.7018,18,"MW",5.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-33.3844,-72.4497,7.3,"MW",5.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-22.4164,-68.7794,98.8,"MW",5.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-34.2137,-72.3284,24.8,"MW",5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-32.7268,-71.6655,40.3,"MW",5.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-37.9526,-73.9882,18,"MW",5.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-37.9387,-74.1032,18,"MW",5.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-20.1532,-69.2069,104.2,"MW",5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-43.8127,-82.454,10,"MW",5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-44.461,-81.9988,10,"MW",5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-24.1315,-64.2963,16.5,"MW",5.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-24.2868,-64.3186,10,"mb",5.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-23.0971,-66.5073,222.4,"MW",5.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-46.0997,-75.5632,35,"mb",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-26.3266,-69.7241,1.8,"mb",5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-23.2178,-66.8034,208.9,"MW",5.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-45.6802,-77.3448,35,"MW",5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-22.8721,-66.4301,234.8,"MW",5.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-18.0529,-69.5558,128.2,"MW",5.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-20.1057,-68.8032,123.9,"MW",5.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-45.8616,-72.7519,15,"mb",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-25.723,-70.6791,34.5,"MW",5.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-23.8685,-69.2152,81.7,"MW",5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-31.3814,-71.9832,21.4,"mb",5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-24.0295,-69.1515,95,"MW",5.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-23.4653,-70.3931,40.4,"MW",5.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-34.1252,-72.2139,3.9,"MW",5.3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-38.0442,-72.9108,39.9,"MW",5.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-24.2245,-64.224,10,"mb",5.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-16.7216,-72.0556,100,"mb",5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-34.8034,-71.7532,44.4,"MW",5.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-22.8852,-68.0968,139.8,"MW",5.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-38.0023,-74.9435,7.5,"MW",5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-21.5706,-71.7497,17.9,"MW",5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-27.9324,-71.1344,13.8,"MW",6.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-45.7863,-76.3993,23,"MW",5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-45.8445,-76.5742,9.6,"MW",5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-45.8801,-76.1123,12.3,"MW",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-44.2477,-79.2917,35,"MW",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-23.3688,-64.3268,16,"mb",5.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-46.0669,-76.0986,35,"MW",5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-37.9256,-75.1069,35,"mb",5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-32.7281,-71.7215,50.3,"MW",5.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-31.6051,-71.6856,31.4,"MW",5.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-31.7134,-71.8763,44.6,"MW",5.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-31.6645,-68.1639,18.5,"MW",5.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-28.7132,-70.8986,66.3,"mb",5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-36.4552,-73.1816,23.5,"MW",6.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-36.3444,-73.4426,3.9,"mb",5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-36.3642,-73.3037,28.2,"mb",5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-21.518,-66.622,209.9,"MW",5.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-37.3559,-73.3273,28.5,"MW",5.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-37.2495,-73.9459,26.4,"MW",5.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-18.8499,-69.4838,108.1,"mb",5.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-30.4109,-71.3205,33.2,"MW",5.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-35.6975,-72.8917,20.6,"MW",5.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
-21.5687,-70.1077,42.7,"MW",5.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-19.6736,-69.1501,106.4,"MW",5.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-33.5016,-72.0081,14.6,"MW",5.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-33.0334,-71.0563,67.7,"MW",5.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-35.2035,-72.1268,28.2,"MW",7.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
-23.1226,-69.1975,95.7,"MW",5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-33.8498,-72.4456,35.5,"MW",5.1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-19.6126,-69.0234,119.2,"MW",5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-38.1832,-75.0026,35,"MW",5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-32.6374,-71.5641,29.7,"MW",6.7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-44.5247,-79.5767,10,"MW",5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-29.8584,-71.6623,24,"MW",5.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-17.7968,-69.7926,108.7,"MW",6.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-44.6403,-80.4601,35,"MW",6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-25.7883,-70.7993,22.1,"MW",5.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-36.9884,-70.7095,150.5,"MW",5.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-21.4543,-68.3428,123.9,"MW",5.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-36.0516,-70.8547,5.8,"MW",6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
-15.9117,-72.4723,106.7,"MW",6.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-36.0326,-71.1414,30.9,"mb",5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
-33.0951,-68.6502,16.2,"MW",5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-22.5341,-66.8877,200.4,"MW",5.4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-22.4616,-68.4215,113.7,"MW",5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-28.5506,-71.1434,36.2,"MW",5.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-37.9975,-72.9195,30.6,"MW",5.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-42.6069,-73.8257,24.9,"mb",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-15.4275,-75.5452,26,"MW",5.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-20.7584,-70.5444,26.5,"MW",5.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-28.0571,-66.6945,166.5,"MW",5.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-27.8458,-70.5921,62.3,"MW",5.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-37.2481,-73.6697,30.9,"MW",5.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-27.2483,-71.2489,29.2,"MW",5.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-16.1452,-73.5018,50,"MW",5.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-22.4025,-68.3622,108.7,"MW",5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-31.8254,-68.2958,120.1,"MW",5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-19.6785,-69.1886,107.6,"MW",5.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-22.297,-68.6263,113.1,"MW",5.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-17.5312,-69.7152,133.3,"MW",5.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-21.7976,-68.3792,122.9,"MW",5.8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-32.876,-70.5862,82,"MW",5.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-31.7146,-71.992,14.2,"MW",5.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-25.7821,-70.7398,31.4,"mb",5.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-15.9813,-72.0255,122.4,"MW",5.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-20.4101,-67.9591,171.8,"MW",5.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-45.5518,-77.0192,10,"MW",5.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-45.6855,-77.0666,35,"MW",5.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-20.4147,-69.0707,97,"MW",5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-45.669,-77.0841,35,"MW",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-29.1789,-71.3863,61.5,"MW",6.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-21.5005,-69.4943,54.6,"MW",5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-33.9258,-72.3047,23.4,"MW",5.1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-33.9324,-72.3341,24.3,"MW",5.4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-33.9607,-72.1878,10.5,"MW",5.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-33.9661,-72.1405,17.4,"MW",5.9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-33.9887,-72.1198,19,"MW",5.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-44.3085,-77.7552,35,"MW",5.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-32.8913,-69.081,9.6,"mb",5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-28.6786,-70.4264,90.6,"MW",5.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-29.0773,-71.5859,24.2,"MW",5.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-37.3287,-73.4071,32.1,"MW",5.4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-35.7872,-73.3197,10,"MW",5.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
-20.8166,-69.6126,59,"mb",5.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-22.9122,-66.2808,253.7,"mb",5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-18.0747,-69.6453,112.6,"MW",5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-29.473,-71.121,10,"MW",5.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-20.1434,-69.2279,89.8,"MW",5.3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-31.6931,-71.6099,30.6,"MW",5.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-44.5998,-79.1367,35,"MW",5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-24.2431,-65.2747,35,"mb",5.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-28.1096,-70.8883,46.1,"MW",6.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-33.4605,-71.9936,44.8,"MW",5.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-33.4905,-72.0512,30.9,"mb",5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-33.9759,-72.2566,26.3,"MW",5.4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-27.7777,-66.5882,170.2,"MW",5.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-21.7831,-68.3089,121.6,"MW",5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-15.7214,-71.3756,10,"MW",5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-15.7569,-71.5063,10,"MW",5.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-15.7929,-71.5673,10,"MW",5.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-24.1559,-67.0676,181.6,"MW",5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-22.8438,-70.3726,49.1,"MW",5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-22.1496,-68.4489,108.3,"MW",5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-35.3728,-72.99,15.8,"MW",5.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
-45.7084,-75.4856,35,"MW",5.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
