"","Depth","Magnitude","class","Region_Arica_Parinacota","Region_Tarapaca","Region_Antofagasta","Region_Atacama","Region_Coquimbo","Region_Valparaiso","Region_Metropolitana_Santiago","Region_Libertador_General_OHiggins","Region_Maule","Region_Nuble","Region_Biobio","Region_Araucania","Region_Rios","Region_Lagos","Region_Aysen_General_Carlos_Ibanez","Region_Magallanes_Antartica"
"7979",105,4.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"7980",33.3,4.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7981",25,4.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7982",203.4,4.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"7983",8.5,4.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7984",121.2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"7985",101.8,4.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"7986",199.6,4.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"7987",5.2,4.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7988",0.2,4.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7989",50.4,4.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"7990",30.2,4.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7991",97.4,4.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7992",10,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"7993",18.3,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7994",114.6,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"7995",13.3,4.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7996",107.6,4.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7997",266,4.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7998",17.2,4.7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7999",23.2,4.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"8000",183,4.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8001",0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"8002",173,4.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8003",14.5,4.8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8004",223.3,5.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"8005",123.5,4.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"8006",27.1,5.3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8007",9.6,4.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8008",21.4,4.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8009",118.4,4.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"8010",109.3,4.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"8011",12.2,4.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"8012",11.4,4.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"8013",115.2,4.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"8014",122.6,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8015",70.8,4.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8016",214,4.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"8017",15.6,4.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"8018",104.7,5.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"8019",183.5,4.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"8020",132.2,4.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8021",10.8,5.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8022",11,4.8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8023",2.5,4.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"8024",14,4.7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8025",66.2,4.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"8026",204.1,4.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"8027",121.9,4.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"8028",49,4.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8029",60.1,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"8030",3.5,4.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"8031",149.7,4.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8032",40.9,5.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"8033",19.3,4.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8034",250,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8035",59.3,4.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8036",53.7,4.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"8037",128.9,4.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"8038",164,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"8039",104.6,4.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"8040",6.8,4.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"8041",108.2,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"8042",12.8,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8043",7.9,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8044",19.4,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8045",61.2,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"8046",29.4,4.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8047",10.9,5.3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"8048",12.9,4.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8049",10,4.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"8050",122.2,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8051",25.6,4.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8052",10.6,4.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"8053",44.8,4.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"8054",21.4,4.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8055",15.9,4.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8056",17.2,4.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"8057",181,4.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"8058",98.6,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"8059",58.8,5.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8060",112.1,4.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"8061",57.6,5.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8062",22.4,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"8063",14.4,4.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8064",2.7,4.3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8065",180.6,4.3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"8066",12.1,4.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"8067",14.8,4.9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"8068",35,4.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"8069",246,4.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8070",200,4.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8071",13.7,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8072",1.7,4.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8073",8.3,5.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8074",10.6,4.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8075",128.4,4.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8076",166.9,4.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"8077",8.3,4.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8078",8.9,4.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8079",177.6,4.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"8080",30.3,4.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8081",20.2,4.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8082",110.3,4.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8083",177.7,4.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"8084",35,4.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"8085",50.3,4.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"8086",7.2,4.8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8087",15.9,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8088",9.7,4.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"8089",13.6,4.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"8090",35,4.2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"8091",107.9,4.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"8092",20.7,4.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8093",35,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"8094",238.7,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"8095",70,4.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"8096",57,5.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8097",30,4.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8098",6.2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8099",111.9,4.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8100",0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8101",54.5,4.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"8102",13,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"8103",46.7,4.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"8104",132.1,4.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"8105",106.6,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"8106",205.9,4.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"8107",100.8,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"8108",11.7,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8109",9.5,4.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8110",100,4.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"8111",79.9,4.8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"8112",44.7,4.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"8113",49,4.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8114",18.1,4.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8115",134.7,4.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8116",234.5,4.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"8117",14.2,4.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8118",15.1,4.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8119",2.8,4.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8120",8.2,4.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"8121",5.4,5.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8122",7.3,4.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8123",14.9,5.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8124",37.2,5.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8125",8.7,4.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8126",45,4.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"8127",101.7,4.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"8128",4.7,4.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"8129",19.4,5.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8130",12.4,4.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8131",14.2,5.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8132",7.5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8133",129.7,4.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8134",142.7,4.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8135",137.5,4.4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"8136",112.1,4.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8137",101.4,4.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"8138",8.7,4.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8139",227.6,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"8140",8.7,4.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"8141",190.1,4.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"8142",10.8,4.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"8143",183,4.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8144",29.5,4.6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"8145",35,4.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"8146",32.5,4.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8147",110.4,4.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"8148",54,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8149",8,4.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8150",220.6,4.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"8151",67.9,4.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"8152",115.2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"8153",10,4.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8154",10,4.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8155",109.3,4.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"8156",14.9,4.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8157",35,4.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8158",164,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"8159",103.2,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"8160",3.9,5.1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"8161",12.4,4.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8162",44.2,4.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8163",0,4.3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"8164",32.5,4.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"8165",168.5,4.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"8166",205.7,4.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"8167",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"8168",55.5,4.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"8169",85,4.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8170",42.3,4.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"8171",116.9,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8172",163.2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8173",146.2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8174",0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8175",37.3,4.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"8176",15.8,4.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8177",132.2,4.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8178",127.5,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"8179",149.9,4.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8180",0,4.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"8181",227.9,4.3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"8182",23.7,4.4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"8183",25.1,4.3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8184",107.1,4.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8185",15.2,4.8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"8186",36.2,4.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"8187",24.9,4.9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8188",56.7,4.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8189",170.9,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"8190",0,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"8191",16,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8192",85,4.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"8193",108,4.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"8194",105.9,4.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"8195",33.3,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8196",118.4,4.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8197",35,4.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"8198",91.5,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"8199",91,5.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"8200",94,4.9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"8201",33.1,5.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8202",10,5.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8203",54.3,4.4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"8204",33,4.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8205",5,4.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"8206",21.4,4.4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"8207",45.4,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"8208",226.2,4.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"8209",14.8,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8210",14.8,4.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8211",111.2,4.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"8212",8.5,4.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"8213",118,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"8214",69.9,4.6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"8215",25.6,5.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8216",214.3,4.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"8217",53.2,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"8218",87.1,4.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"8219",256,4.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8220",135.1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8221",118.7,5.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8222",29.6,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8223",31.2,4.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"8224",0,4.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8225",35.1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"8226",0,4.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"8227",10,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"8228",127.1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"8229",244.5,4.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"8230",11.8,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"8231",119.1,4.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"8232",14.9,4.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"8233",181.9,4.4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"8234",10.5,4.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8235",10,4.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8236",135.4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8237",0,4.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8238",29.3,4.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8239",153.7,4.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"8240",34.6,4.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"8241",19.9,4.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"8242",62.8,4.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"8243",116.3,4.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8244",0,4.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"8245",81.6,4.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"8246",307.8,4.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"8247",228.9,4.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8248",197.6,4.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"8249",236.8,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"8250",196.8,4.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8251",12.9,4.3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"8252",128.4,4.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"8253",126.8,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8254",42.8,4.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"8255",0,4.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"8256",0,4.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"8257",0,4.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"8258",204.1,4.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"8259",139.9,4.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8260",107.9,4.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"8261",0,5.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"8262",40.2,4.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"8263",25.9,4.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"8264",11.8,4.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8265",31,4.6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"8266",0,4.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"8267",93.3,4.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"8268",37.6,4.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"8269",197.1,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"8270",19.4,4.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"8271",49.8,4.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"8272",79,4.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8273",119.7,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"8274",44,5.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8275",8,4.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8276",120.1,4.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8277",92,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"8278",10,4.9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8279",239.5,4.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"8280",24.7,4.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"8281",95.2,4.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"8282",205.4,4.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"8283",0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
