"","Depth","Magnitude","class","Region_Arica_Parinacota","Region_Tarapaca","Region_Antofagasta","Region_Atacama","Region_Coquimbo","Region_Valparaiso","Region_Metropolitana_Santiago","Region_Libertador_General_OHiggins","Region_Maule","Region_Nuble","Region_Biobio","Region_Araucania","Region_Rios","Region_Lagos","Region_Aysen_General_Carlos_Ibanez","Region_Magallanes_Antartica"
"1467",10,4.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1468",0,4.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1469",35,4.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1470",35,4.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1471",19,4.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1472",27,5.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1473",0,4.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1474",23,4.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1475",27,4.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1476",35,4.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1477",35,4.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1478",35,4.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1479",35,4.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1480",35,4.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1481",18,4.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1482",14,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1483",10,4.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1484",10,4.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1485",69,4.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1486",23,4.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1487",35,4.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1488",35,4.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1489",28,4.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1490",0,4.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1491",22,4.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1492",19,4.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1493",19,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1494",34,5.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1495",23,4.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1496",17,4.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1497",19,4.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1498",17,5.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1499",33,4.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1500",10,4.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1501",29,4.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1502",16,4.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1503",25,4.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1504",35,4.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1505",0,4.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1506",17,4.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1507",22,5.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1508",15,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1509",35,4.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1510",18,4.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1511",18,5.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1512",35,4.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1513",10,4.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1514",27,4.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1515",20,4.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1516",113.6,4.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1517",19,4.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1518",19,4.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1519",14,5.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1520",35,4.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1521",35,4.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1522",10,4.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1523",18,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1524",18,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1525",18,4.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1526",35,4.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1527",19,4.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1528",17,4.9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1529",52,4.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1530",36.4,4.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1531",35,4.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1532",35,4.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1533",18,4.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1534",18,5.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1535",35,4.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1536",0,4.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1537",14,4.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1538",35,4.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1539",35,4.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1540",30.4,5.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1541",33,4.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1542",27,4.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1543",17,4.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1544",30.9,4.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1545",35,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1546",19,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1547",35,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1548",35,5.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1549",35,4.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1550",18,4.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1551",35,4.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1552",19,4.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1553",18,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1554",20,4.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1555",23,4.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1556",35,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1557",14,4.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1558",35,4.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1559",0,4.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1560",35,4.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1561",10,4.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1562",0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1563",10,4.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1564",10,4.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1565",19,4.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1566",35,4.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1567",25,4.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1568",35,4.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1569",24.1,4.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1570",23,4.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1571",14,5.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1572",35,5.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1573",35,4.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1574",18,4.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1575",35,4.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1576",32.8,5.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1577",14,4.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1578",25,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1579",18,5.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1580",33,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1581",33,4.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1582",35,4.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1583",17,4.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1584",25,4.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1585",10,4.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1586",58,4.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1587",35,4.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1588",35,4.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1589",35,4.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1590",35,4.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1591",35,4.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1592",23,4.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1593",22,4.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1594",35,4.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1595",35,4.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1596",28,4.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1597",14,4.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1598",25,4.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1599",52,4.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1600",16,4.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1601",17,4.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1602",29,4.9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1603",18,4.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1604",19,5.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1605",27,4.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1606",35,4.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1607",19,4.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1608",35,4.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1609",23,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1610",18,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1611",44.4,4.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1612",33.4,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1613",16,4.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1614",35,4.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1615",18,4.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1616",35,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1617",24.4,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1618",26.7,4.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1619",35,4.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1620",27.5,5.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1621",35,4.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1622",23,4.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1623",18,4.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1624",10,4.9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1625",23,4.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1626",23,4.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1627",35,4.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1628",17,4.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1629",19,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1630",25.7,4.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1631",17,5.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1632",28,4.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1633",24,4.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1634",28,4.9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1635",25,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1636",22,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1637",35,4.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1638",22,4.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1639",33,4.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1640",35,4.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1641",45.2,5.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1642",46.4,5.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1643",17,4.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1644",35,4.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1645",35,4.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1646",18,4.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1647",8.7,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1648",35,5.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1649",18,4.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1650",17,4.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1651",28,4.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1652",20,4.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1653",14,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1654",17,4.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1655",35,5.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1656",31.8,6.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1657",52,4.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1658",10,4.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1659",35,5.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1660",17,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1661",33,4.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1662",19,4.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1663",28,4.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1664",14,4.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1665",35,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1666",17,4.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1667",18,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1668",27,4.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1669",18,5.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1670",201,4.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1671",35,4.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1672",0,4.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1673",22,5.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1674",29,5.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1675",20,4.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1676",35,4.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1677",31.3,5.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1678",18,4.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1679",17,4.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1680",20,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1681",0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1682",16,4.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1683",35,4.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1684",31.7,5.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1685",35,4.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1686",15.9,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1687",18,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1688",35,4.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1689",35,4.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1690",35,4.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1691",33.6,5.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1692",25,4.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1693",22,4.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1694",25,6.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1695",47.7,4.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1696",12,4.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1697",88,4.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1698",27,4.9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1699",3.5,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1700",32.1,5.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1701",23,4.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1702",16,4.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1703",20,4.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1704",35,5.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1705",35,5.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1706",12,4.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1707",35,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1708",23,4.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1709",35,4.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1710",33.7,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1711",25,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1712",25,5.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1713",22,4.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1714",30.2,5.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1715",17,4.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1716",23,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1717",28,4.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1718",35,4.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1719",35,4.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1720",0,4.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1721",19,6.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1722",23,5.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1723",19,4.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1724",18,5.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1725",35,4.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1726",27,4.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1727",28,4.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1728",16,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1729",52,4.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1730",28,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1731",35,4.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1732",18,4.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1733",0,4.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1734",27,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1735",35,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1736",23.6,4.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1737",35,4.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1738",35,4.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1739",17,4.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1740",27,4.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1741",15.2,4.9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1742",26.8,4.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1743",35,4.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1744",35,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1745",18.2,4.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1746",16,4.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1747",25,4.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1748",23,4.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1749",18,4.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1750",35,4.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1751",0,4.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1752",22,4.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1753",35,4.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1754",16,4.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1755",10,4.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1756",35,5.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1757",28,4.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1758",35,4.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1759",14,4.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1760",17,4.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1761",35,4.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1762",27,4.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1763",23,4.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1764",25,4.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1765",35,4.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1766",23,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1767",18,5.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1768",35,4.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1769",28.6,5.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1770",19,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1771",17,4.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1772",14,5.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1773",17,4.9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1774",22,4.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1775",35,5.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1776",25,5.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1777",23,4.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1778",10,5.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1779",45.4,5.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1780",19,4.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
