"Magnitud","Profundidad","Region","Aumento"
7.1,24.4,9,16
7.1,28.2,7,32
7,38.2,15,20
8.1,17.1,1,9
7,10.8,1,9
7.7,12,1,4
8.3,22.44,4,12
7,28.41,4,12
7.6,38,10,28
